transaction_id,customer_id,account_id,transaction_type,amount,transaction_date,status
T00341,135,454,Bill Payment,48617.6,2025-04-15,Pending
T00342,162,425,Transfer,647099.11,2022-12-05,Failed
T00343,297,117,Transfer,1290025.94,2025-05-24,Pending
T00344,248,695,Bill Payment,52740.72,2023-02-09,Pending
T00345,324,47,Withdrawal,1976921.72,2024-07-17,Failed
T00346,241,57,Deposit,409244.04,2025-07-22,Completed
T00347,299,141,Transfer,868696.67,2025-03-29,Completed
T00348,56,8,Bill Payment,74726.71,2025-03-01,Completed
T00349,397,133,Bill Payment,53304.98,2024-12-25,Completed
T00350,135,513,Transfer,216690.45,2024-02-08,Failed
T00351,259,44,Bill Payment,1972.28,2023-11-14,Completed
T00352,476,321,Bill Payment,57382.63,2023-08-18,Failed
T00353,90,656,Bill Payment,29022.57,2025-08-10,Pending
T00354,138,22,Transfer,516033.61,2024-02-05,Failed
T00355,372,472,Transfer,264845.58,2023-10-10,Completed
T00356,452,250,Bill Payment,58928.24,2023-11-21,Failed
T00357,192,81,Bill Payment,87065.39,2024-06-10,Failed
T00358,28,348,Withdrawal,1666010.04,2023-04-26,Completed
T00359,259,79,Deposit,1061444.34,2025-08-13,Completed
T00360,35,358,Transfer,2182273.63,2025-07-03,Failed
T00361,430,152,Withdrawal,514919.83,2024-01-14,Pending
T00362,142,203,Withdrawal,3012392.53,2024-09-14,Failed
T00363,404,78,Withdrawal,4756509.41,2024-02-08,Failed
T00364,58,506,Bill Payment,75469.14,2023-01-25,Failed
T00365,290,460,Transfer,2592808.5,2022-10-19,Failed
T00366,89,324,Withdrawal,2199374.32,2024-09-15,Pending
T00367,401,453,Transfer,2389090.87,2025-05-26,Failed
T00368,41,58,Transfer,1522256.99,2025-02-25,Pending
T00369,325,473,Bill Payment,3856.96,2023-03-09,Pending
T00370,394,294,Deposit,1289510.61,2023-01-26,Completed
T00371,39,630,Bill Payment,46324.89,2025-01-17,Failed
T00372,38,43,Bill Payment,90914.09,2023-09-01,Failed
T00373,327,668,Withdrawal,1608312.29,2024-11-28,Pending
T00374,492,514,Withdrawal,4788654.07,2023-11-20,Pending
T00375,73,106,Transfer,2947165.55,2023-04-28,Completed
T00376,151,517,Withdrawal,196671.49,2024-03-30,Failed
T00377,193,449,Bill Payment,52454.45,2023-01-19,Failed
T00378,100,163,Transfer,1118869.52,2023-10-19,Pending
T00379,296,397,Bill Payment,77469.03,2024-05-01,Failed
T00380,219,613,Deposit,1578559.25,2023-12-21,Failed
T00381,230,343,Deposit,659716.66,2023-06-07,Failed
T00382,248,695,Bill Payment,28486.28,2024-08-15,Failed
T00383,445,673,Withdrawal,1667476.82,2025-01-25,Failed
T00384,341,680,Withdrawal,4583815.53,2025-10-01,Pending
T00385,96,672,Bill Payment,12982.27,2024-01-17,Failed
T00386,315,87,Transfer,1676986.75,2025-05-12,Failed
T00387,364,337,Withdrawal,3350911.88,2025-07-16,Failed
T00388,347,540,Deposit,1292226.63,2025-01-03,Pending
T00389,250,521,Transfer,55182.5,2022-10-17,Pending
T00390,387,185,Withdrawal,1709319.99,2025-08-07,Pending
T00391,379,197,Withdrawal,4999883.13,2025-02-12,Completed
T00392,226,80,Transfer,2533362.95,2024-01-13,Completed
T00393,282,520,Deposit,1324027.51,2025-07-31,Failed
T00394,274,135,Bill Payment,15509.85,2023-03-14,Completed
T00395,189,640,Withdrawal,3606193.81,2023-05-01,Completed
T00396,299,421,Transfer,2029250.59,2023-11-19,Completed
T00397,134,455,Transfer,2257297.3,2023-04-02,Pending
T00398,235,240,Withdrawal,1548030.01,2023-03-20,Pending
T00399,93,199,Transfer,2035081.32,2025-02-10,Failed
T00400,181,452,Bill Payment,76966.91,2023-06-03,Pending
T00401,318,515,Bill Payment,96630.19,2023-12-02,Completed
T00402,194,620,Withdrawal,4365136.6,2023-12-16,Completed
T00403,223,657,Bill Payment,87424.28,2025-05-01,Failed
T00404,73,106,Deposit,570483.5,2023-08-28,Completed
T00405,499,280,Bill Payment,90540.09,2024-03-20,Completed
T00406,388,448,Deposit,1892853.32,2023-08-17,Completed
T00407,477,462,Transfer,2791450.55,2025-09-06,Pending
T00408,242,55,Bill Payment,50250.51,2025-06-16,Completed
T00409,455,396,Deposit,750137.89,2023-11-19,Completed
T00410,7,327,Deposit,1678432.99,2024-11-28,Failed
T00411,376,344,Withdrawal,688860.34,2024-11-01,Pending
T00412,310,484,Withdrawal,3794446.93,2023-10-30,Pending
T00413,290,460,Deposit,1811762.05,2022-12-22,Completed
T00414,13,263,Withdrawal,4174980.53,2023-02-25,Failed
T00415,204,624,Bill Payment,11207.57,2025-06-16,Pending
T00416,493,244,Transfer,365984.11,2024-07-24,Completed
T00417,60,430,Bill Payment,6374.43,2023-12-08,Pending
T00418,360,612,Deposit,1264093.91,2022-12-12,Failed
T00419,111,248,Withdrawal,1457068.67,2022-10-10,Completed
T00420,39,630,Transfer,722072.43,2024-03-06,Pending
T00421,35,192,Deposit,1047207.37,2023-04-26,Pending
T00422,151,70,Deposit,781212.24,2025-06-20,Pending
T00423,118,45,Bill Payment,98105.84,2023-11-15,Pending
T00424,251,17,Transfer,2365665.79,2023-06-13,Pending
T00425,356,247,Deposit,1543117,2024-08-21,Failed
T00426,70,341,Withdrawal,222634.11,2025-02-08,Failed
T00427,17,347,Withdrawal,4152087.9,2024-07-30,Failed
T00428,434,476,Bill Payment,63210.41,2025-02-22,Completed
T00429,55,65,Bill Payment,3794.68,2022-10-20,Completed
T00430,118,45,Withdrawal,4429066.14,2023-03-27,Pending
T00431,191,318,Bill Payment,98913.36,2023-01-29,Failed
T00432,108,485,Transfer,110344,2025-09-12,Failed
T00433,405,196,Transfer,1071244.04,2023-05-24,Completed
T00434,96,672,Transfer,820013.21,2025-01-29,Pending
T00435,388,448,Bill Payment,74356.44,2022-11-29,Pending
T00436,28,348,Withdrawal,2481519.93,2024-04-30,Pending
T00437,217,377,Transfer,2403543.69,2025-03-27,Failed
T00438,11,435,Deposit,861499,2025-02-09,Completed
T00439,441,559,Transfer,963973.68,2023-05-23,Completed
T00440,218,336,Transfer,919834.32,2024-08-02,Failed
T00441,86,437,Withdrawal,3449134.28,2023-04-20,Pending
T00442,402,458,Deposit,1453765.38,2022-12-08,Pending
T00443,39,630,Bill Payment,27528.08,2024-01-26,Completed
T00444,355,77,Bill Payment,36394.78,2024-04-23,Failed
T00445,394,696,Withdrawal,4763994.19,2022-12-05,Completed
T00446,100,623,Bill Payment,3576.42,2024-04-12,Completed
T00447,219,242,Transfer,1086770.67,2023-08-27,Failed
T00448,156,34,Withdrawal,3395631.22,2025-08-29,Pending
T00449,196,381,Bill Payment,76332.14,2023-10-27,Failed
T00450,299,141,Transfer,1194403.12,2025-08-06,Failed
T00451,499,286,Withdrawal,4802639.74,2023-03-13,Completed
T00452,263,191,Bill Payment,51822.75,2024-04-06,Failed
T00453,71,121,Transfer,2325005.97,2025-02-20,Failed
T00454,181,457,Withdrawal,4981829.2,2024-06-27,Pending
T00455,143,503,Withdrawal,614064.47,2025-05-26,Completed
T00456,437,463,Withdrawal,4493496.47,2023-06-02,Pending
T00457,178,90,Transfer,2003685.45,2023-10-07,Failed
